SrNo,Juz,JuzNameArabic,JuzNameEnglish,SurahNo,SurahNameArabic,SurahNameEnglish,SurahMeaning,WebLink,Classification,AyahNo,EnglishTranslation,,ArabicText,ArabicWordCount,ArabicLetterCount,OrignalArabicText
942,8,?????? ????????,Wa Lau Annana,6,???????,Al-An'am,Cattle,https://quran.com/6/153,Medani,153,"Verily, this is My way, leading straight: follow it: follow not (other) paths: they will scatter you about from His (great) path: thus doth He command you. that ye may be righteous.",,??? ??? ????? ???????? ??????? ? ??? ?????? ????? ????? ??? ?? ????? ? ???? ????? ?? ????? ?????,19,78,??????? ?????? ???????? ???????????? ????????????? ? ????? ??????????? ????????? ??????????? ?????? ???? ????????? ? ????????? ?????????? ???? ??????????? ??????????
943,8,?????? ????????,Wa Lau Annana,6,???????,Al-An'am,Cattle,https://quran.com/6/154,Makki,154,"Moreover, We gave Moses the Book, completing (Our favour) to those who would do right, and explaining all things in detail,- and a guide and a mercy, that they might believe in the meeting with their Lord.",,?? ????? ???? ?????? ?????? ??? ???? ???? ???????? ??? ???? ????? ?????? ????? ????? ???? ??????,17,80,????? ???????? ?????? ?????????? ???????? ????? ??????? ???????? ???????????? ??????? ?????? ??????? ?????????? ??????????? ????????? ????????? ???????????
944,8,?????? ????????,Wa Lau Annana,6,???????,Al-An'am,Cattle,https://quran.com/6/155,Makki,155,"And this is a Book which We have revealed as a blessing: so follow it and be righteous, that ye may receive mercy:",,???? ???? ??????? ????? ??????? ?????? ????? ??????,8,44,???????? ??????? ????????????? ????????? ????????????? ?????????? ??????????? ???????????
945,8,?????? ????????,Wa Lau Annana,6,???????,Al-An'am,Cattle,https://quran.com/6/156,Makki,156,"Lest ye should say: ""The Book was sent down to two Peoples before us, and for our part, we remained unacquainted with all that they learned by assiduous study:""",,?? ?????? ???? ???? ?????? ??? ??????? ?? ????? ??? ??? ?? ??????? ???????,14,61,???? ????????? ???????? ???????? ?????????? ?????? ????????????? ???? ????????? ?????? ?????? ???? ????????????? ????????????
946,8,?????? ????????,Wa Lau Annana,6,???????,Al-An'am,Cattle,https://quran.com/6/157,Makki,157,"Or lest ye should say: ""If the Book had only been sent down to us, we should have followed its guidance better than they."" Now then hath come unto you a clear (sign) from your Lord,- and a guide and a mercy: then who could do more wrong than one who rejecteth Allah's signs, and turneth away therefrom? In good time shall We requite those who turn away from Our signs, with a dreadful penalty, for their turning away.",,?? ?????? ?? ??? ???? ????? ?????? ???? ???? ???? ? ??? ????? ???? ?? ???? ????? ????? ? ??? ???? ??? ??? ????? ???? ???? ???? ? ????? ????? ?????? ?? ?????? ??? ?????? ??? ????? ??????,38,148,???? ????????? ???? ?????? ???????? ????????? ?????????? ???????? ???????? ???????? ? ?????? ????????? ????????? ???? ????????? ??????? ?????????? ? ?????? ???????? ??????? ??????? ???????? ??????? ???????? ??????? ? ????????? ????????? ??????????? ???? ????????? ????? ?????????? ????? ??????? ???????????
947,8,?????? ????????,Wa Lau Annana,6,???????,Al-An'am,Cattle,https://quran.com/6/158,Makki,158,"Are they waiting to see if the angels come to them, or thy Lord (Himself), or certain of the signs of thy Lord! the day that certain of the signs of thy Lord do come, no good will it do to a soul to believe in them then if it believed not before nor earned righteousness through its faith. Say: ""Wait ye: we too are waiting.""",,?? ?????? ??? ?? ?????? ???????? ?? ???? ??? ?? ???? ??? ???? ??? ? ??? ???? ??? ???? ??? ?? ???? ????? ??????? ?? ??? ???? ?? ??? ?? ???? ?? ??????? ????? ? ?? ??????? ??? ???????,39,142,???? ??????????? ?????? ???? ???????????? ?????????????? ???? ???????? ??????? ???? ???????? ?????? ?????? ??????? ? ?????? ??????? ?????? ?????? ??????? ??? ???????? ??????? ??????????? ???? ?????? ??????? ???? ?????? ???? ???????? ??? ??????????? ??????? ? ???? ??????????? ?????? ?????????????
948,8,?????? ????????,Wa Lau Annana,6,???????,Al-An'am,Cattle,https://quran.com/6/159,Makki,159,"As for those who divide their religion and break up into sects, thou hast no part in them in the least: their affair is with Allah: He will in the end tell them the truth of all that they did.",,?? ????? ????? ????? ?????? ????? ??? ???? ?? ???? ? ???? ????? ??? ???? ?? ?????? ??? ????? ??????,20,80,????? ????????? ????????? ????????? ????????? ??????? ?????? ???????? ??? ?????? ? ???????? ?????????? ????? ??????? ????? ????????????? ????? ??????? ???????????
949,8,?????? ????????,Wa Lau Annana,6,???????,Al-An'am,Cattle,https://quran.com/6/160,Makki,160,He that doeth good shall have ten times as much to his credit: He that doeth evil shall only be recompensed according to his evil: no wrong shall be done unto (any of) them.,,?? ??? ??????? ??? ??? ??????? ? ??? ??? ??????? ??? ???? ??? ????? ??? ?? ??????,17,65,???? ????? ????????????? ?????? ?????? ???????????? ? ?????? ????? ?????????????? ????? ???????? ?????? ????????? ?????? ??? ???????????
950,8,?????? ????????,Wa Lau Annana,6,???????,Al-An'am,Cattle,https://quran.com/6/161,Makki,161,"Say: ""Verily, my Lord hath guided me to a way that is straight,- a religion of right,- the path (trod) by Abraham the true in Faith, and he (certainly) joined not gods with Allah.""",,?? ???? ????? ??? ??? ????? ??????? ????? ????? ??? ??????? ?????? ? ??? ??? ?? ????????,17,72,???? ???????? ???????? ?????? ?????? ??????? ??????????? ?????? ??????? ??????? ???????????? ???????? ? ????? ????? ???? ??????????????
951,8,?????? ????????,Wa Lau Annana,6,???????,Al-An'am,Cattle,https://quran.com/6/162,Makki,162,"Say: ""Truly, my prayer and my service of sacrifice, my life and my death, are (all) for Allah, the Cherisher of the Worlds:",,?? ?? ????? ????? ?????? ?????? ??? ?? ????????,9,39,???? ????? ???????? ????????? ??????????? ?????????? ??????? ????? ?????????????
952,8,?????? ????????,Wa Lau Annana,6,???????,Al-An'am,Cattle,https://quran.com/6/163,Makki,163,"No partner hath He: this am I commanded, and I am the first of those who bow to His will.",,?? ???? ?? ? ????? ???? ???? ??? ????????,9,33,??? ??????? ???? ? ??????????? ???????? ??????? ??????? ??????????????
953,8,?????? ????????,Wa Lau Annana,6,???????,Al-An'am,Cattle,https://quran.com/6/164,Makki,164,"Say: ""Shall I seek for (my) Cherisher other than Allah, when He is the Cherisher of all things (that exist)? Every soul draws the meed of its acts on none but itself: no bearer of burdens can bear the burden of another. Your goal in the end is towards Allah: He will tell you the truth of the things wherein ye disputed.""",,?? ???? ???? ???? ??? ??? ?? ?? ???? ? ??? ???? ?? ???? ??? ????? ? ??? ??? ????? ??? ???? ? ?? ??? ???? ?????? ??????? ??? ???? ??? ???????,32,109,???? ???????? ??????? ??????? ?????? ?????? ????? ????? ?????? ? ????? ???????? ????? ?????? ?????? ????????? ? ????? ?????? ????????? ?????? ???????? ? ????? ?????? ????????? ???????????? ??????????????? ????? ???????? ????? ?????????????
954,8,?????? ????????,Wa Lau Annana,6,???????,Al-An'am,Cattle,https://quran.com/6/165,Makki,165,"It is He Who hath made you (His) agents, inheritors of the earth: He hath raised you in ranks, some above others: that He may try you in the gifts He hath given you: for thy Lord is quick in punishment: yet He is indeed Oft-forgiving, Most Merciful.",,??? ???? ????? ????? ????? ???? ????? ??? ???? ?????? ??????? ?? ?? ????? ? ?? ??? ???? ?????? ???? ????? ????,22,89,?????? ??????? ?????????? ????????? ????????? ???????? ?????????? ?????? ?????? ????????? ?????????????? ??? ??? ???????? ? ????? ??????? ??????? ?????????? ????????? ????????? ???????
955,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/1,Makki,1,"Alif, Lam, Mim, Sad.",,????,1,4,????
956,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/2,Makki,2,"A Book revealed unto thee,- So let thy heart be oppressed no more by any difficulty on that account,- that with it thou mightest warn (the erring) and teach the Believers).",,???? ???? ???? ??? ??? ?? ???? ??? ??? ????? ?? ????? ????????,13,50,??????? ???????? ???????? ????? ?????? ??? ???????? ?????? ?????? ?????????? ???? ?????????? ???????????????
957,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/3,Makki,3,"Follow (O men!) the revelation given unto you from your Lord, and follow not, as friends or protectors, other than Him. Little it is ye remember of admonition.",,?????? ?? ???? ????? ?? ???? ??? ?????? ?? ???? ?????? ? ?????? ?? ??????,15,59,?????????? ??? ???????? ?????????? ???? ????????? ????? ??????????? ???? ??????? ??????????? ? ???????? ??? ????????????
958,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/4,Makki,4,How many towns have We destroyed (for their sins)? Our punishment took them on a sudden by night or while they slept for their afternoon rest.,,??? ?? ????? ???????? ?????? ????? ?????? ?? ?? ??????,10,45,?????? ???? ???????? ?????????????? ?????????? ????????? ???????? ???? ???? ??????????
959,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/5,Makki,5,"When (thus) Our punishment took them, no cry did they utter but this: ""Indeed we did wrong.""",,??? ??? ?????? ?? ????? ????? ??? ?? ????? ??? ??? ??????,12,46,????? ????? ??????????? ???? ????????? ????????? ?????? ???? ??????? ?????? ?????? ??????????
960,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/6,Makki,6,Then shall we question those to whom Our message was sent and those by whom We sent it.,,??????? ????? ???? ????? ??????? ????????,6,36,??????????????? ????????? ???????? ?????????? ??????????????? ??????????????
961,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/7,Makki,7,"And verily, We shall recount their whole story with knowledge, for We were never absent (at any time or place).",,?????? ????? ????? ? ??? ??? ??????,7,29,?????????????? ?????????? ???????? ? ????? ?????? ??????????
962,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/8,Makki,8,"The balance that day will be true (to nicety): those whose scale (of good) will be heavy, will prosper:",,?????? ?????? ???? ? ??? ???? ??????? ?????? ?? ????????,10,47,??????????? ?????????? ???????? ? ?????? ???????? ???????????? ???????????? ???? ??????????????
963,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/9,Makki,9,"Those whose scale will be light, will be their souls in perdition, for that they wrongfully treated Our signs.",,??? ??? ??????? ?????? ????? ????? ?????? ??? ????? ??????? ??????,11,56,?????? ??????? ???????????? ???????????? ????????? ???????? ???????????? ????? ??????? ??????????? ???????????
964,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/10,Makki,10,"It is We Who have placed you with authority on earth, and provided you therein with means for the fulfilment of your life: small are the thanks that ye give!",,???? ?????? ?? ????? ?????? ??? ???? ????? ? ?????? ?? ??????,12,50,???????? ????????????? ??? ????????? ??????????? ?????? ?????? ????????? ? ???????? ??? ???????????
965,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/11,Makki,11,"It is We Who created you and gave you shape; then We bade the angels prostrate to Adam, and they prostrate; not so Iblis; He refused to be of those who prostrate.",,???? ??????? ?? ??????? ?? ???? ???????? ?????? ???? ?????? ??? ????? ?? ??? ?? ????????,16,73,???????? ????????????? ????? ?????????????? ????? ??????? ??????????????? ????????? ??????? ?????????? ?????? ????????? ???? ?????? ???? ?????????????
966,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/12,Makki,12,"(Allah) said: ""What prevented thee from prostrating when I commanded thee?"" He said: ""I am better than he: Thou didst create me from fire, and him from clay.""",,??? ?? ???? ??? ???? ?? ????? ? ??? ??? ??? ??? ?????? ?? ???? ?????? ?? ????,18,60,????? ??? ???????? ?????? ???????? ???? ?????????? ? ????? ????? ?????? ?????? ??????????? ???? ????? ???????????? ???? ?????
967,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/13,Makki,13,"(Allah) said: ""Get thee down from this: it is not for thee to be arrogant here: get out, for thou art of the meanest (of creatures).""",,??? ????? ???? ??? ???? ?? ?? ????? ???? ????? ??? ?? ????????,13,50,????? ????????? ??????? ????? ??????? ???? ???? ??????????? ?????? ????????? ??????? ???? ?????????????
968,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/14,Makki,14,"He said: ""Give me respite till the day they are raised up.""",,??? ?????? ??? ??? ??????,5,21,????? ??????????? ?????? ?????? ???????????
969,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/15,Makki,15,"(Allah) said: ""Be thou among those who have respite.""",,??? ??? ?? ????????,4,16,????? ??????? ???? ??????????????
970,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/16,Makki,16,"He said: ""Because thou hast thrown me out of the way, lo! I will lie in wait for them on thy straight way:",,??? ???? ??????? ?????? ??? ????? ????????,7,36,????? ??????? ????????????? ????????????? ?????? ????????? ??????????????
971,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/17,Makki,17,"""Then will I assault them from before them and behind them, from their right and their left: Nor wilt thou find, in most of them, gratitude (for thy mercies).""",,?? ??????? ?? ??? ?????? ??? ????? ??? ??????? ??? ??????? ? ??? ??? ?????? ??????,16,67,????? ?????????????? ???? ?????? ??????????? ?????? ?????????? ?????? ????????????? ?????? ????????????? ? ????? ?????? ???????????? ??????????
972,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/18,Makki,18,"(Allah) said: ""Get out from this, disgraced and expelled. If any of them follow thee,- Hell will I fill with you all.",,??? ???? ???? ??????? ??????? ? ??? ???? ???? ?????? ???? ???? ??????,13,57,????? ??????? ??????? ?????????? ?????????? ? ?????? ???????? ???????? ????????????? ????????? ???????? ???????????
973,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/19,Makki,19,"""O Adam! dwell thou and thy wife in the Garden, and enjoy (its good things) as ye wish: but approach not this tree, or ye run into harm and transgression.""",,??? ??? ???? ??? ????? ????? ???? ?? ??? ????? ??? ????? ??? ?????? ?????? ?? ????????,17,70,????? ????? ??????? ?????? ?????????? ?????????? ??????? ???? ?????? ????????? ????? ????????? ??????? ??????????? ?????????? ???? ?????????????
974,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/20,Makki,20,"Then began Satan to whisper suggestions to them, bringing openly before their minds all their shame that was hidden from them (before): he said: ""Your Lord only forbade you this tree, lest ye should become angels or such beings as live for ever.""",,????? ???? ??????? ????? ???? ?? ???? ????? ?? ??????? ???? ?? ?????? ????? ?? ??? ?????? ??? ?? ????? ????? ?? ????? ?? ????????,25,105,?????????? ??????? ???????????? ?????????? ??????? ??? ??????? ????????? ???? ???????????? ??????? ??? ?????????? ?????????? ???? ??????? ??????????? ?????? ???? ???????? ?????????? ???? ???????? ???? ?????????????
975,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/21,Makki,21,"And he swore to them both, that he was their sincere adviser.",,???????? ??? ???? ??? ????????,5,26,?????????????? ?????? ??????? ?????? ?????????????
976,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/22,Makki,22,"So by deceit he brought about their fall: when they tasted of the tree, their shame became manifest to them, and they began to sew together the leaves of the garden over their bodies. And their Lord called unto them: ""Did I not forbid you that tree, and tell you that Satan was an avowed enemy unto you?""",,??????? ?????? ? ???? ???? ?????? ??? ???? ??????? ????? ?????? ?????? ?? ??? ????? ? ???????? ????? ??? ?????? ?? ????? ?????? ???? ???? ?? ??????? ???? ??? ????,30,133,????????????? ????????? ? ???????? ?????? ??????????? ?????? ??????? ???????????? ????????? ??????????? ??????????? ???? ?????? ?????????? ? ????????????? ?????????? ?????? ??????????? ???? ????????? ??????????? ???????? ??????? ????? ???????????? ??????? ??????? ???????
977,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/23,Makki,23,"They said: ""Our Lord! We have wronged our own souls: If thou forgive us not and bestow not upon us Thy Mercy, we shall certainly be lost.""",,???? ???? ????? ?????? ??? ?? ???? ??? ??????? ?????? ?? ????????,12,54,?????? ???????? ????????? ??????????? ?????? ???? ???????? ????? ????????????? ???????????? ???? ?????????????
978,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/24,Makki,24,"(Allah) said: ""Get ye down. With enmity between yourselves. On earth will be your dwelling-place and your means of livelihood,- for a time.""",,??? ?????? ????? ????? ??? ? ???? ?? ????? ????? ????? ??? ????,13,51,????? ????????? ?????????? ???????? ??????? ? ???????? ??? ????????? ??????????? ????????? ?????? ?????
979,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/25,Makki,25,"He said: ""Therein shall ye live, and therein shall ye die; but from it shall ye be taken out (at last).""",,??? ???? ????? ????? ?????? ????? ??????,7,34,????? ?????? ?????????? ???????? ?????????? ????????? ???????????
980,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/26,Makki,26,"O ye Children of Adam! We have bestowed raiment upon you to cover your shame, as well as to be an adornment to you. But the raiment of righteousness,- that is the best. Such are among the Signs of Allah, that they may receive admonition!",,?? ??? ??? ?? ?????? ????? ?????? ????? ?????? ?????? ? ????? ?????? ??? ??? ? ??? ?? ???? ???? ????? ??????,22,87,??? ????? ????? ???? ??????????? ?????????? ???????? ???????? ??????????? ???????? ? ????????? ??????????? ??????? ?????? ? ??????? ???? ?????? ??????? ??????????? ?????????????
981,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/27,Makki,27,"O ye Children of Adam! Let not Satan seduce you, in the same manner as He got your parents out of the Garden, stripping them of their raiment, to expose their shame: for he and his tribe watch you from a position where ye cannot see them: We made the evil ones friends (only) to those without faith.",,?? ??? ??? ?? ??????? ??????? ??? ???? ?????? ?? ????? ???? ????? ??????? ??????? ??????? ? ??? ????? ?? ?????? ?? ??? ?? ?????? ? ??? ????? ???????? ?????? ????? ?? ??????,33,140,??? ????? ????? ??? ??????????????? ???????????? ????? ???????? ???????????? ???? ?????????? ???????? ????????? ???????????? ????????????? ???????????? ? ??????? ????????? ???? ??????????? ???? ?????? ??? ???????????? ? ?????? ????????? ????????????? ??????????? ?????????? ??? ???????????
982,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/28,Makki,28,"When they do aught that is shameful, they say: ""We found our fathers doing so""; and ""Allah commanded us thus"": Say: ""Nay, Allah never commands what is shameful: do ye say of Allah what ye know not?""",,???? ????? ?????? ????? ????? ????? ?????? ????? ????? ??? ? ?? ?? ???? ?? ???? ???????? ? ??????? ??? ???? ?? ?? ??????,24,97,??????? ???????? ????????? ??????? ????????? ????????? ????????? ????????? ????????? ????? ? ???? ????? ??????? ??? ???????? ?????????????? ? ???????????? ????? ??????? ??? ??? ???????????
983,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/29,Makki,29,"Say: ""My Lord hath commanded justice; and that ye set your whole selves (to Him) at every time and place of prayer, and call upon Him, making your devotion sincere as in His sight: such as He created you in the beginning, so shall ye return.""",,?? ??? ??? ?????? ? ??????? ?????? ??? ?? ????? ?????? ?????? ?? ????? ? ??? ????? ??????,18,72,???? ?????? ?????? ??????????? ? ??????????? ??????????? ?????? ????? ???????? ?????????? ??????????? ???? ???????? ? ????? ?????????? ??????????
984,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/30,Makki,30,"Some He hath guided: Others have (by their choice) deserved the loss of their way; in that they took the evil ones, in preference to Allah, for their friends and protectors, and think that they receive guidance.",,?????? ??? ??????? ?? ????? ??????? ? ???? ?????? ???????? ?????? ?? ??? ???? ??????? ???? ??????,17,81,???????? ?????? ?????????? ????? ?????????? ???????????? ? ????????? ?????????? ????????????? ??????????? ???? ????? ??????? ????????????? ????????? ???????????
985,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/31,Makki,31,"O Children of Adam! wear your beautiful apparel at every time and place of prayer: eat and drink: But waste not by excess, for Allah loveth not the wasters.",,?? ??? ??? ???? ?????? ??? ?? ????? ????? ??????? ??? ?????? ? ??? ?? ??? ????????,17,66,??? ????? ????? ?????? ??????????? ?????? ????? ???????? ???????? ??????????? ????? ?????????? ? ??????? ??? ??????? ??????????????
986,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/32,Makki,32,"Say: Who hath forbidden the beautiful (gifts) of Allah, which He hath produced for His servants, and the things, clean and pure, (which He hath provided) for sustenance? Say: They are, in the life of this world, for those who believe, (and) purely for them on the Day of Judgment. Thus do We explain the signs in detail for those who understand.",,?? ?? ??? ???? ???? ???? ???? ?????? ???????? ?? ????? ? ?? ?? ????? ????? ?? ?????? ?????? ?????? ??? ??????? ? ???? ???? ?????? ????? ??????,28,115,???? ???? ??????? ??????? ??????? ??????? ???????? ??????????? ??????????????? ???? ????????? ? ???? ???? ?????????? ??????? ??? ?????????? ?????????? ????????? ?????? ???????????? ? ????????? ????????? ????????? ???????? ???????????
987,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/33,Makki,33,"Say: the things that my Lord hath indeed forbidden are: shameful deeds, whether open or secret; sins and trespasses against truth or reason; assigning of partners to Allah, for which He hath given no authority; and saying things about Allah of which ye have no knowledge.",,?? ???? ??? ??? ??????? ?? ??? ???? ??? ??? ?????? ?????? ???? ???? ??? ?????? ????? ?? ?? ???? ?? ??????? ??? ?????? ??? ???? ?? ?? ??????,29,111,???? ???????? ??????? ??????? ???????????? ??? ?????? ??????? ????? ?????? ??????????? ??????????? ???????? ???????? ?????? ?????????? ????????? ??? ???? ????????? ???? ?????????? ?????? ????????? ????? ??????? ??? ??? ???????????
988,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/34,Makki,34,"To every people is a term appointed: when their term is reached, not an hour can they cause delay, nor (an hour) can they advance (it in anticipation).",,???? ???? ??? ? ???? ??? ????? ?? ???????? ????? ? ??? ????????,13,51,????????? ??????? ?????? ? ??????? ????? ?????????? ??? ??????????????? ??????? ? ????? ???????????????
989,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/35,Makki,35,"O ye Children of Adam! whenever there come to you messengers from amongst you, rehearsing My signs unto you,- those who are righteous and mend (their lives),- on them shall be no fear nor shall they grieve.",,?? ??? ??? ??? ??????? ??? ???? ????? ????? ????? ? ??? ???? ????? ??? ??? ????? ??? ?? ??????,20,75,??? ????? ????? ?????? ??????????????? ?????? ???????? ?????????? ?????????? ??????? ? ?????? ???????? ?????????? ????? ?????? ?????????? ????? ???? ???????????
990,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/36,Makki,36,"But those who reject Our signs and treat them with arrogance,- they are companions of the Fire, to dwell therein (for ever).",,?????? ????? ??????? ????????? ???? ????? ????? ????? ? ?? ???? ??????,12,59,??????????? ????????? ??????????? ??????????????? ??????? ?????????? ????????? ???????? ? ???? ?????? ??????????
991,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/37,Makki,37,"Who is more unjust than one who invents a lie against Allah or rejects His Signs? For such, their portion appointed must reach them from the Book (of decrees): until, when our messengers (of death) arrive and take their souls, they say: ""Where are the things that ye used to invoke besides Allah?"" They will reply, ""They have left us in the lurch,"" And they will bear witness against themselves, that they had rejected Allah.",,??? ???? ??? ????? ??? ???? ????? ?? ??? ?????? ? ????? ?????? ?????? ?? ?????? ? ??? ??? ?????? ????? ???????? ????? ??? ?? ???? ????? ?? ??? ???? ? ????? ???? ??? ?????? ??? ?????? ???? ????? ??????,40,161,?????? ???????? ??????? ????????? ????? ??????? ??????? ???? ??????? ?????????? ? ?????????? ??????????? ??????????? ???? ?????????? ? ??????? ????? ??????????? ????????? ????????????????? ??????? ?????? ??? ???????? ????????? ???? ????? ??????? ? ??????? ??????? ?????? ?????????? ?????? ???????????? ????????? ??????? ??????????
992,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/38,Makki,38,"He will say: ""Enter ye in the company of the peoples who passed away before you - men and jinns, - into the Fire."" Every time a new people enters, it curses its sister-people (that went before), until they follow each other, all into the Fire. Saith the last about the first: ""Our Lord! it is these that misled us: so give them a double penalty in the Fire."" He will say: ""Doubled for all"": but this ye do not understand.",,??? ?????? ?? ???? ?? ??? ?? ????? ?? ???? ?????? ?? ????? ? ???? ???? ??? ???? ????? ? ??? ??? ??????? ???? ?????? ???? ?????? ??????? ???? ????? ?????? ????? ?????? ????? ?? ????? ? ??? ??? ??? ???? ?? ??????,43,168,????? ????????? ??? ?????? ???? ?????? ???? ?????????? ???? ???????? ??????????? ??? ???????? ? ???????? ???????? ??????? ???????? ????????? ? ??????? ????? ??????????? ?????? ???????? ??????? ??????????? ???????????? ???????? ?????????? ??????????? ????????? ???????? ??????? ???? ???????? ? ????? ??????? ?????? ????????? ??? ???????????
993,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/39,Makki,39,"Then the first will say to the last: ""See then! No advantage have ye over us; so taste ye of the penalty for all that ye did!""",,????? ?????? ??????? ??? ??? ??? ????? ?? ???? ?????? ?????? ??? ???? ??????,14,63,????????? ?????????? ????????????? ????? ????? ?????? ????????? ???? ?????? ????????? ?????????? ????? ???????? ???????????
994,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/40,Makki,40,"To those who reject Our signs and treat them with arrogance, no opening will there be of the gates of heaven, nor will they enter the garden, until the camel can pass through the eye of the needle: Such is Our reward for those in sin.",,?? ????? ????? ??????? ????????? ???? ?? ???? ??? ????? ?????? ??? ?????? ????? ??? ??? ????? ?? ?? ?????? ? ????? ???? ????????,24,105,????? ????????? ????????? ??????????? ??????????????? ??????? ??? ????????? ?????? ????????? ?????????? ????? ??????????? ?????????? ??????? ?????? ????????? ??? ????? ?????????? ? ??????????? ??????? ??????????????
995,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/41,Makki,41,"For them there is Hell, as a couch (below) and folds and folds of covering above: such is Our requital of those who do wrong.",,??? ?? ???? ???? ??? ????? ????? ? ????? ???? ????????,11,44,?????? ???? ????????? ??????? ?????? ?????????? ??????? ? ??????????? ??????? ?????????????
996,8,?????? ????????,Wa Lau Annana,7,???????,Al-A'raf,The Heights,https://quran.com/7/42,Makki,42,"But those who believe and work righteousness,- no burden do We place on any soul, but that which it can bear,- they will be Companions of the Garden, therein to dwell (for ever).",,?????? ????? ?????? ???????? ?? ???? ????? ??? ????? ????? ????? ????? ? ?? ???? ??????,16,72,??????????? ??????? ?????????? ????????????? ??? ????????? ??????? ?????? ????????? ?????????? ????????? ?????????? ? ???? ?????? ??????????
